"title","genres","vote_average","vote_count","director","popularity","cast","keywords","index"
"Barnyard","Animation Comedy Family",5.3,225,"Steve Oedekerk",10.430832,"Courteney Cox Kevin James Sam Elliott Danny Glover Wanda Sykes","peasant farm cow cojote family",896
"Deck the Halls","Comedy Family",5.1,109,"John Whitesell",5.952527,"Danny DeVito Matthew Broderick Kristin Davis Kristin Chenoweth Fred Armisen","holiday massachusetts neighbor christmas",897
"The Twilight Saga: New Moon","Adventure Fantasy Drama Romance",5.6,2436,"Chris Weitz",94.815867,"Kristen Stewart Robert Pattinson Taylor Lautner Billy Burke Ashley Greene","moon cinema vampire werewolf fang vamp",898
"Shrek","Adventure Animation Comedy Family Fantasy",7.3,4056,"Andrew Adamson",67.298732,"Mike Myers Eddie Murphy Cameron Diaz John Lithgow Vincent Cassel","magic liberation lordship castle robin hood",899
"The Adjustment Bureau","Science Fiction Thriller Romance",6.5,1652,"George Nolfi",26.60772,"Matt Damon Emily Blunt John Slattery Anthony Mackie Lauren Hodges","hotel dancer hat senator future",900
"Robin Hood: Prince of Thieves","Adventure",6.6,909,"Kevin Reynolds",28.803728999999997,"Kevin Costner Morgan Freeman Christian Slater Mary Elizabeth Mastrantonio Alan Rickman","england crusade mercifulness robin hood folk hero",901
"Jerry Maguire","Comedy Drama Romance",6.7,913,"Cameron Crowe",27.039635999999998,"Tom Cruise Cuba Gooding Jr. Ren\u00e9e Zellweger Kelly Preston Alison Armitage","stadium career sport sports agent",902
"Ted","Comedy Fantasy",6.3,4697,"Seth MacFarlane",68.87691,"Mark Wahlberg Mila Kunis Seth MacFarlane Joel McHale Giovanni Ribisi","friendship love teddy bear toy comes to life wishes come true",903
"As Good as It Gets","Comedy Romance",7.2,915,"James L. Brooks",37.885022,"Jack Nicholson Helen Hunt Greg Kinnear Cuba Gooding Jr. Skeet Ulrich","single parent waitress lone wolf friendship neighbor",904
"Patch Adams","Comedy Drama",7,832,"Tom Shadyac",35.537397,"Robin Williams Philip Seymour Hoffman Bob Gunton Peter Coyote Michael Jeter","nurse hospital doctor laughter",905
"Anchorman 2: The Legend Continues","Comedy",6,923,"Adam McKay",38.125008,"Will Ferrell Steve Carell Paul Rudd Christina Applegate David Koechner","journalism mustache tv news newsroom gang warfare",906
"Mr. Deeds","Comedy Romance",5.6,644,"Steven Brill",18.121404000000002,"Adam Sandler Winona Ryder John Turturro Allen Covert Peter Gallagher","love letter new hampshire ferrari liar city country contrast",907
"Super 8","Thriller Science Fiction Mystery",6.6,2435,"J.J. Abrams",37.069253,"Joel Courtney Elle Fanning Riley Griffiths Kyle Chandler Ryan Lee","1970s secret alien train crash pistol",908
"Erin Brockovich","Drama",7.1,716,"Steven Soderbergh",30.347332,"Julia Roberts Albert Finney Aaron Eckhart Marg Helgenberger Cherry Jones","biography based on true story single mother water pollution environmental law",909
"How to Lose a Guy in 10 Days","Comedy Romance",6.3,850,"Donald Petrie",23.854701000000002,"Kate Hudson Matthew McConaughey Kathryn Hahn Annie Parisse Adam Goldberg","new york bet journalist therapist advertising expert",910
"22 Jump Street","Crime Comedy Action",7,3319,"Phil Lord",52.380982,"Jonah Hill Channing Tatum Dave Franco Ice Cube Nick Offerman","high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger",911
"Interview with the Vampire","Horror Romance",7.2,1516,"Neil Jordan",50.163785,"Brad Pitt Tom Cruise Kirsten Dunst Antonio Banderas Christian Slater","paris san francisco vampire plantation pity",912
"Yes Man","Comedy",6.4,1813,"Peyton Reed",43.849351,"Jim Carrey Zooey Deschanel Rhys Darby Sasha Alexander Fionnula Flanagan","bungee-jump scooter",913
"Central Intelligence","Action Comedy",6.2,1650,"Rawson Marshall Thurber",45.318703,"Dwayne Johnson Kevin Hart Amy Ryan Aaron Paul Danielle Nicolet","spy cia espionage high school reunion reference to facebook",914
"Stepmom","Drama Romance",6.9,277,"Chris Columbus",16.368282999999998,"Julia Roberts Susan Sarandon Ed Harris Jena Malone Liam Aiken","divorce rebellious daughter freeze frame custody school play",915
"Daddy's Home","Comedy",5.8,854,"Sean Anders",38.616744,"Will Ferrell Mark Wahlberg Linda Cardellini Thomas Haden Church Scarlett Estevez","daddys home",916
"Into the Woods","Fantasy Comedy Music",5.6,1652,"Rob Marshall",65.90160999999999,"Meryl Streep Emily Blunt James Corden Anna Kendrick Chris Pine","witch cinderella prince fairy tale musical",917
"Inside Man","Crime Drama Thriller",7.3,1630,"Spike Lee",45.220386,"Denzel Washington Clive Owen Jodie Foster Christopher Plummer Willem Dafoe","bank manager kidnapping nazi background document ultimatum",918
"Payback","Drama Action Thriller Crime",6.7,548,"Brian Helgeland",17.457947,"Mel Gibson Kris Kristofferson Gregg Henry Maria Bello David Paymer","new york heroin money criminal",919
"Congo","Action Adventure Drama Mystery Science Fiction",5,213,"Frank Marshall",10.755847,"Laura Linney Dylan Walsh Ernie Hudson Tim Curry Grant Heslov","gorilla kongo diamond mine diamond",920
"We Bought a Zoo","Drama Comedy Family",6.5,909,"Cameron Crowe",38.629763,"Matt Damon Scarlett Johansson Thomas Haden Church Colin Ford Maggie Elizabeth Jones","zoo",921
"Knowing","Action Adventure Drama Mystery Science Fiction",5.9,1486,"Alex Proyas",32.693093,"Nicolas Cage Rose Byrne Chandler Canterbury Ben Mendelsohn Nadia Townsend","cataclysm code suspense end of the world time capsule",922
"Failure to Launch","Comedy",5.5,399,"Tom Dey",18.806031,"Matthew McConaughey Sarah Jessica Parker Zooey Deschanel Justin Bartha Bradley Cooper","hotel mom romantic comedy lying living with parents pretend relationship",923
"The Ring Two","Drama Horror Thriller",5.4,632,"Hideo Nakata",32.233713,"Naomi Watts Simon Baker Elizabeth Perkins David Dorfman Gary Cole","nun based on novel bath tub nightmare son",924
"Crazy, Stupid, Love.","Comedy Drama Romance",7,2443,"Glenn Ficarra",37.990705,"Steve Carell Julianne Moore Ryan Gosling Emma Stone Marisa Tomei","soulmates midlife crisis marriage crisis womanizer law school",925
"Garfield","Animation Comedy Family",5.2,820,"Peter Hewitt",17.667826,"Bill Murray Breckin Meyer Jennifer Love Hewitt Stephen Tobolowsky Evan Arnold","competition moderator lasagne garfield",926
"Christmas with the Kranks","Comedy Family",5.2,193,"Joe Roth",9.225166,"Tim Allen Jamie Lee Curtis Dan Aykroyd M. Emmet Walsh Elizabeth Franz","holiday christmas",927
"Moneyball","Drama",7,1381,"Bennett Miller",46.180421,"Brad Pitt Jonah Hill Philip Seymour Hoffman Robin Wright Chris Pratt","underdog based on novel baseball teamwork sport",928
"Outbreak","Action Drama Science Fiction Thriller",6.3,513,"Wolfgang Petersen",30.397496000000004,"Dustin Hoffman Rene Russo Morgan Freeman Kevin Spacey Cuba Gooding Jr.","river general research army serum",929
"Non-Stop","Action Thriller Mystery",6.8,2268,"Jaume Collet-Serra",83.295796,"Liam Neeson Julianne Moore Scoot McNairy Michelle Dockery Nate Parker","airplane conspiracy airplane crash cell phone hijack",930
"Race to Witch Mountain","Adventure Family Fantasy Science Fiction Thriller",5.5,509,"Andy Fickman",23.935053,"Dwayne Johnson AnnaSophia Robb Alexander Ludwig Carla Gugino Chris Marquette","spacecraft laser teleportation telekinesis alien",931
"V for Vendetta","Action Thriller Fantasy",7.7,4442,"James McTeigue",84.630969,"Natalie Portman Hugo Weaving Stephen Rea Stephen Fry John Hurt","detective vatican fascism satanism fascist",932
"Shanghai Knights","Action Adventure Comedy Western",6,692,"David Dobkin",16.251204,"Jackie Chan Owen Wilson Fann Wong Aaron Taylor-Johnson Aidan Gillen","london england indian territory emperor revenge murder",933
"Curious George","Adventure Animation Comedy Family",6.2,106,"Matthew O'Callaghan",9.894346,"Will Ferrell Drew Barrymore David Cross Eugene Levy Dick Van Dyke","museum product placement balloon jungle monkey",934
"Herbie Fully Loaded","Comedy Family Adventure Fantasy Romance",5.1,542,"Angela Robinson",12.050755,"Lindsay Lohan Michael Keaton Matt Dillon Breckin Meyer Justin Long","car race victory car nascar woman director",935
"Don't Say a Word","Thriller",6,220,"Gary Fleder",11.596207000000001,"Michael Douglas Sean Bean Brittany Murphy Skye McCole Bartusiak Guy Torry","cemetery diamant suspense psychiatrist killer",936
"Hansel & Gretel: Witch Hunters","Fantasy Horror Action",5.7,3239,"Tommy Wirkola",53.02786999999999,"Jeremy Renner Gemma Arterton Famke Janssen Pihla Viitala Derek Mears","witch black magic steampunk good vs evil troll",937
"Unfaithful","Thriller Drama",6.3,276,"Adrian Lyne",14.382253,"Richard Gere Diane Lane Olivier Martinez Erik Per Sullivan Zeljko Ivanek","adultery infidelity eroticism literature lover",938
"I Am Number Four","Action Thriller Science Fiction Adventure",5.9,1567,"D.J. Caruso",43.450266,"Alex Pettyfer Timothy Olyphant Teresa Palmer Dianna Agron Callan McAuliffe","secret identity alien teenage boy teenage hero alien teenager",939
"Syriana","Drama Thriller",6.3,451,"Stephen Gaghan",16.871194,"George Clooney Matt Damon Jeffrey Wright Chris Cooper Amanda Peet","anti terror bomb assassination middle east lebanon",940
"13 Hours: The Secret Soldiers of Benghazi","Action Drama History Thriller War",7,938,"Michael Bay",42.526529,"James Badge Dale John Krasinski Max Martini Pablo Schreiber Toby Stephens","based on novel assault rifle mercenary libya biography",941
"The Book of Life","Romance Animation Adventure Comedy Family",7.3,755,"Jorge R. Gutierrez",34.890999,"Diego Luna Channing Tatum Zoe Saldana Christina Applegate Eugenio Derbez","love triangle afterlife day of the dead bullfighting",942
"Firewall","Thriller",5.6,267,"Richard Loncraine",18.186026000000002,"Harrison Ford Paul Bettany Virginia Madsen Carly Schroeder Jimmy Bennett","bank technology blackmail hacker seattle",943
"Absolute Power","Crime Drama Thriller",6.4,223,"Clint Eastwood",13.576765,"Clint Eastwood Gene Hackman Ed Harris Scott Glenn Laura Linney","corruption assassination washington d.c. rape white house",944
"G.I. Jane","Action Drama",6,395,"Ridley Scott",19.434672,"Demi Moore Viggo Mortensen Anne Bancroft Jason Beghe Daniel von Bargen","poem middle east helicopter satellite navy",945
"The Game","Drama Thriller Mystery",7.5,1506,"David Fincher",62.925175,"Michael Douglas Sean Penn Deborah Kara Unger James Rebhorn Spike Jonze","brother brother relationship birthday danger of life birthday party surprising",946
"Silent Hill","Horror Mystery",6.3,1067,"Christophe Gans",32.927994,"Radha Mitchell Sean Bean Laurie Holden Deborah Kara Unger Kim Coates","monster mother role burning of witches fog suffering",947
"The Replacements","Comedy",6.1,203,"Howard Deutch",14.837288000000001,"Keanu Reeves Gene Hackman Brooke Langton Orlando Jones Faizon Love","american football strike sport coach misfit",948
"American Reunion","Comedy",6.1,1611,"Jon Hurwitz",39.920035,"Jason Biggs Alyson Hannigan Seann William Scott Chris Klein Thomas Ian Nicholas","wife husband relationship sequel family reunion masturbation scat",949
"The Negotiator","Action Adventure Crime Drama Mystery",6.8,582,"F. Gary Gray",28.725621000000004,"Samuel L. Jackson Kevin Spacey David Morse Ron Rifkin John Spencer","corruption hostage pension innocence police",950
"Into the Storm","Action Thriller",5.8,817,"Steven Quale",20.566554,"Richard Armitage Sarah Wayne Callies Matt Walsh Nathan Kress Alycia Debnam-Carey","tornado student found footage disaster movie",951
"Beverly Hills Cop III","Action Comedy Crime",5.5,434,"John Landis",20.333953,"Eddie Murphy Judge Reinhold H\u00e9ctor Elizondo Gilbert R. Hill Timothy Carhart","detective undercover security camera carousel  investigation",952
"Gremlins 2: The New Batch","Comedy Horror Fantasy",6.2,652,"Joe Dante",33.98637,"Zach Galligan Phoebe Cates John Glover Robert Prosky Robert Picardo","new york monster skyscraper mutant restaurant",953
"The Judge","Drama",7.2,1417,"David Dobkin",42.472324,"Robert Duvall Robert Downey Jr. Vera Farmiga Vincent D'Onofrio Jeremy Strong","father son relationship judge lawyer",954
"The Peacemaker","Action Thriller",5.8,255,"Mimi Leder",15.931084,"George Clooney Nicole Kidman Marcel Iure\u0219 Goran Visnjic Armin Mueller-Stahl","helicopter terrorist nuclear missile bridge train crash",955
"Resident Evil: Apocalypse","Horror Action Science Fiction",6.1,1267,"Alexander Witt",29.880121999999997,"Milla Jovovich Sienna Guillory Oded Fehr Thomas Kretschmann Sophie Vavasseur","martial arts mutant dystopia rescue conspiracy",956
"Bridget Jones: The Edge of Reason","Comedy Romance",6.1,750,"Beeban Kidron",28.803802,"Ren\u00e9e Zellweger Hugh Grant Colin Firth Jim Broadbent Gemma Jones","london england lovesickness thailand clumsy fellow to drop brick",957
"Out of Time","Thriller Crime Drama",6.1,298,"Carl Franklin",14.993459,"Denzel Washington Eva Mendes Sanaa Lathan John Billingsley Dean Cain","miami florida double murder divorce",958
"On Deadly Ground","Action Thriller",4.5,104,"Steven Seagal",9.114168,"Steven Seagal Michael Caine Joan Chen John C. McGinley R. Lee Ermey","fight inuit petrol company alaska",959
"The Adventures of Sharkboy and Lavagirl","Adventure Family Science Fiction",4.4,269,"Robert Rodriguez",12.311010000000001,"Taylor Lautner Taylor Dooley Cayden Boyd David Arquette Kristin Davis","imaginary friend outcast",960
"The Beach","Drama Adventure Romance Thriller",6.3,1233,"Danny Boyle",41.362082,"Leonardo DiCaprio Guillaume Canet Tilda Swinton Virginie Ledoyen Staffan Kihlbom","hippie exotic island beach map group dynamics",961
"Raising Helen","Drama Comedy Romance",5.9,189,"Garry Marshall",13.298205,"Kate Hudson John Corbett Joan Cusack Hayden Panettiere Spencer Breslin","new york pastor world of fasion loss of parents mannequin",962
"Ninja Assassin","Action Crime Thriller",6.2,371,"James McTeigue",19.085403,"Rain Naomie Harris Sung Kang Randall Duk Kim Rick Yune","assassination assassin ninja fighter revenge ninja",963
"For Love of the Game","Drama Romance",6.3,88,"Sam Raimi",9.622345,"Kevin Costner Kelly Preston John C. Reilly Jena Malone J.K. Simmons","baseball trainer career legend training",964
"Striptease","Drama Thriller Crime",4.4,205,"Andrew Bergman",11.106005999999999,"Demi Moore Burt Reynolds Armand Assante Ving Rhames Robert Patrick","blackmail strip club striptease police u.s. congress",965
"Marmaduke","Family Comedy",5,149,"Tom Dey",12.256219999999999,"Owen Wilson Emma Stone George Lopez Christopher Mintz-Plasse Steve Coogan","undefined",966
"Hereafter","Drama Fantasy",5.8,510,"Clint Eastwood",13.365715,"Matt Damon Bryce Dallas Howard George McLaren Thierry Neuvic Cyndi Mayo Davis","undefined",967
"Murder by Numbers","Crime Drama Thriller",6,268,"Barbet Schroeder",16.167092999999998,"Sandra Bullock Ben Chaplin Ryan Gosling Michael Pitt Agnes Bruckner","detective secret fbi homicide evidence",968
"Assassins","Action Adventure Crime Thriller",6,387,"Richard Donner",23.073933,"Sylvester Stallone Antonio Banderas Julianne Moore Anatoli Davydov Muse Watson","competition assassination cia bank cat",969
"Hannibal Rising","Crime Drama Thriller",6,654,"Peter Webber",6.5670649999999995,"Gaspard Ulliel Aaran Thomas Gong Li Dominic West Rhys Ifans","winter psychopath horror serial killer",970
"The Story of Us","Comedy Drama Romance",5.9,75,"Rob Reiner",6.22577,"Bruce Willis Michelle Pfeiffer Rob Reiner Colleen Rennison Jake Sandvig","love of one's life therapist psychology wedding relationship",971
"The Host","Action Adventure Romance Science Fiction Thriller",6,1817,"Andrew Niccol",42.933027,"Saoirse Ronan Diane Kruger Jake Abel William Hurt Frances Fisher","based on novel mass murder dystopia genocide alien invasion",972
"Basic","Action Drama Mystery Thriller Crime",6.2,286,"John McTiernan",19.226763000000002,"John Travolta Connie Nielsen Samuel L. Jackson Giovanni Ribisi Tim Daly","drug addiction military court panama military service court",973
"Blood Work","Crime Drama Mystery Thriller",6.1,206,"Clint Eastwood",10.089065,"Clint Eastwood Jeff Daniels Anjelica Huston Wanda De Jesus Tina Lifford","houseboat heart investigation police ex-cop",974
"The International","Drama Thriller Crime",6,368,"Tom Tykwer",13.391832999999998,"Clive Owen Naomi Watts Armin Mueller-Stahl Ulrich Thomsen Br\u00edan F. O'Byrne","duringcreditsstinger",975
"Escape from L.A.","Action Adventure Science Fiction Thriller",5.6,373,"John Carpenter",21.637234,"Kurt Russell Stacy Keach Steve Buscemi Pam Grier Cliff Robertson","prison usa president earthquake dystopia attempt to escape",976
